Global Land Average Temperature Anomalies
Units: Degrees Celsius
Base Period: 1901-2000
Missing: -999
Date,Anomaly
187110,-0.49
187111,-0.53
187112,-0.54
187201,-0.87
187202,-0.83
187203,-0.68
187204,-0.73
187205,-0.68
187206,-0.63
187207,-0.60
187208,-0.54
187209,-0.52
187210,-0.52
187211,-0.55
187212,-0.57
187301,-0.66
187302,-0.57
187303,-0.66
187304,-0.72
187305,-0.67
187306,-0.59
187307,-0.55
187308,-0.50
187309,-0.49
187310,-0.47
187311,-0.48
187312,-0.49
187401,-0.56
187402,-0.55
187403,-0.63
187404,-0.59
187405,-0.56
187406,-0.49
187407,-0.51
187408,-0.52
187409,-0.49
187410,-0.48
187411,-0.49
187412,-0.46
187501,-0.40
187502,-0.51
187503,-0.52
187504,-0.53
187505,-0.54
187506,-0.49
187507,-0.45
187508,-0.46
187509,-0.49
187510,-0.53
187511,-0.61
187512,-0.67
187601,-0.56
187602,-0.80
187603,-0.66
187604,-0.62
187605,-0.68
187606,-0.60
187607,-0.57
187608,-0.57
187609,-0.56
187610,-0.54
187611,-0.58
187612,-0.61
187701,-0.45
187702,-0.45
187703,-0.27
187704,-0.29
187705,-0.29
187706,-0.26
187707,-0.18
187708,-0.18
187709,-0.17
187710,-0.16
187711,-0.14
187712,-0.17
187801,-0.39
187802,-0.24
187803,0.08
187804,0.06
187805,-0.03
187806,0.03
187807,0.07
187808,0.05
187809,0.05
187810,0.01
187811,-0.03
187812,-0.05
187901,-0.28
187902,-0.52
187903,-0.44
187904,-0.47
187905,-0.46
187906,-0.43
187907,-0.39
187908,-0.40
187909,-0.41
187910,-0.43
187911,-0.48
187912,-0.52
188001,-0.93
188002,-1.13
188003,-0.98
188004,-0.86
188005,-0.76
188006,-0.65
188007,-0.62
188008,-0.54
188009,-0.53
188010,-0.53
188011,-0.53
188012,-0.52
188101,-0.35
188102,-0.43
188103,-0.43
188104,-0.36
188105,-0.30
188106,-0.36
188107,-0.34
188108,-0.34
188109,-0.36
188110,-0.40
188111,-0.43
188112,-0.40
188201,-0.01
188202,-0.29
188203,-0.31
188204,-0.42
188205,-0.40
188206,-0.45
188207,-0.48
188208,-0.45
188209,-0.45
188210,-0.50
188211,-0.53
188212,-0.58
188301,-0.66
188302,-0.82
188303,-0.62
188304,-0.62
188305,-0.56
188306,-0.43
188307,-0.41
188308,-0.43
188309,-0.46
188310,-0.49
188311,-0.52
188312,-0.53
188401,-0.69
188402,-0.64
188403,-0.79
188404,-0.84
188405,-0.83
188406,-0.77
188407,-0.75
188408,-0.72
188409,-0.74
188410,-0.75
188411,-0.76
188412,-0.69
188501,-0.87
188502,-0.73
188503,-0.74
188504,-0.78
188505,-0.72
188506,-0.71
188507,-0.65
188508,-0.60
188509,-0.59
188510,-0.59
188511,-0.60
188512,-0.56
188601,-0.74
188602,-0.78
188603,-0.90
188604,-0.80
188605,-0.75
188606,-0.71
188607,-0.64
188608,-0.58
188609,-0.56
188610,-0.57
188611,-0.58
188612,-0.54
188701,-1.29
188702,-1.05
188703,-0.93
188704,-0.85
188705,-0.79
188706,-0.74
188707,-0.69
188708,-0.65
188709,-0.60
188710,-0.62
188711,-0.62
188712,-0.64
188801,-0.25
188802,-0.49
188803,-0.54
188804,-0.57
188805,-0.56
188806,-0.51
188807,-0.43
188808,-0.39
188809,-0.40
188810,-0.35
188811,-0.32
188812,-0.32
188901,-0.24
188902,0.08
188903,0.06
188904,0.06
188905,0.08
188906,0.06
188907,0.03
188908,0.01
188909,0.00
188910,-0.04
188911,-0.11
188912,-0.15
189001,-0.63
189002,-0.61
189003,-0.61
189004,-0.64
189005,-0.60
189006,-0.59
189007,-0.54
189008,-0.52
189009,-0.52
189010,-0.48
189011,-0.52
189012,-0.53
189101,-0.54
189102,-0.93
189103,-0.75
189104,-0.70
189105,-0.62
189106,-0.55
189107,-0.50
189108,-0.49
189109,-0.49
189110,-0.49
189111,-0.53
189112,-0.52
189201,-0.49
189202,-0.37
189203,-0.40
189204,-0.46
189205,-0.53
189206,-0.49
189207,-0.49
189208,-0.48
189209,-0.48
189210,-0.49
189211,-0.53
189212,-0.53
189301,-1.30
189302,-1.20
189303,-1.05
189304,-0.94
189305,-0.88
189306,-0.77
189307,-0.70
189308,-0.66
189309,-0.64
189310,-0.62
189311,-0.62
189312,-0.64
189401,-1.14
189402,-1.00
189403,-0.81
189404,-0.78
189405,-0.67
189406,-0.68
189407,-0.62
189408,-0.55
189409,-0.56
189410,-0.57
189411,-0.58
189412,-0.58
189501,-0.90
189502,-0.92
189503,-0.74
189504,-0.63
189505,-0.61
189506,-0.56
189507,-0.49
189508,-0.45
189509,-0.45
189510,-0.46
189511,-0.46
189512,-0.46
189601,-0.37
189602,-0.40
189603,-0.47
189604,-0.61
189605,-0.62
189606,-0.54
189607,-0.50
189608,-0.46
189609,-0.44
189610,-0.40
189611,-0.41
189612,-0.41
189701,-0.48
189702,-0.64
189703,-0.67
189704,-0.51
189705,-0.43
189706,-0.38
189707,-0.33
189708,-0.29
189709,-0.29
189710,-0.30
189711,-0.28
189712,-0.26
189801,-0.53
189802,-0.64
189803,-0.78
189804,-0.72
189805,-0.65
189806,-0.55
189807,-0.48
189808,-0.42
189809,-0.38
189810,-0.39
189811,-0.43
189812,-0.43
189901,-0.62
189902,-0.67
189903,-0.56
189904,-0.50
189905,-0.49
189906,-0.48
189907,-0.42
189908,-0.38
189909,-0.32
189910,-0.32
189911,-0.29
189912,-0.27
190001,-0.74
190002,-0.34
190003,-0.19
190004,-0.23
190005,-0.20
190006,-0.16
190007,-0.16
190008,-0.15
190009,-0.17
190010,-0.15
190011,-0.15
190012,-0.13
190101,-0.58
190102,-0.41
190103,-0.12
190104,-0.03
190105,-0.06
190106,-0.06
190107,-0.05
190108,-0.05
190109,-0.05
190110,-0.08
190111,-0.09
190112,-0.08
190201,-0.17
190202,0.02
190203,-0.15
190204,-0.24
190205,-0.24
190206,-0.20
190207,-0.17
190208,-0.17
190209,-0.18
190210,-0.21
190211,-0.24
190212,-0.29
190301,-0.31
190302,-0.26
190303,-0.20
190304,-0.31
190305,-0.30
190306,-0.29
190307,-0.31
190308,-0.32
190309,-0.33
190310,-0.37
190311,-0.36
190312,-0.40
190401,-0.94
190402,-0.80
190403,-0.59
190404,-0.60
190405,-0.58
190406,-0.54
190407,-0.52
190408,-0.50
190409,-0.50
190410,-0.49
190411,-0.44
190412,-0.41
190501,-0.24
190502,-0.58
190503,-0.47
190504,-0.45
190505,-0.38
190506,-0.33
190507,-0.29
190508,-0.30
190509,-0.32
190510,-0.34
190511,-0.33
190512,-0.34
190601,-0.76
190602,-0.61
190603,-0.50
190604,-0.30
190605,-0.22
190606,-0.17
190607,-0.15
190608,-0.14
190609,-0.15
190610,-0.12
190611,-0.14
190612,-0.10
190701,-0.42
190702,-0.64
190703,-0.55
190704,-0.61
190705,-0.65
190706,-0.64
190707,-0.60
190708,-0.56
190709,-0.54
190710,-0.50
190711,-0.50
190712,-0.51
190801,-0.75
190802,-0.43
190803,-0.53
190804,-0.58
190805,-0.56
190806,-0.49
190807,-0.45
190808,-0.45
190809,-0.44
190810,-0.45
190811,-0.45
190812,-0.45
190901,-1.20
190902,-0.80
190903,-0.72
190904,-0.72
190905,-0.67
190906,-0.64
190907,-0.59
190908,-0.54
190909,-0.50
190910,-0.46
190911,-0.40
190912,-0.40
191001,-0.21
191002,-0.25
191003,-0.30
191004,-0.30
191005,-0.28
191006,-0.28
191007,-0.25
191008,-0.23
191009,-0.23
191010,-0.24
191011,-0.23
191012,-0.28
191101,-0.83
191102,-0.81
191103,-0.85
191104,-0.66
191105,-0.62
191106,-0.59
191107,-0.55
191108,-0.52
191109,-0.50
191110,-0.46
191111,-0.43
191112,-0.41
191201,-0.50
191202,-0.42
191203,-0.59
191204,-0.54
191205,-0.47
191206,-0.41
191207,-0.43
191208,-0.47
191209,-0.49
191210,-0.55
191211,-0.52
191212,-0.50
191301,-0.58
191302,-0.58
191303,-0.62
191304,-0.58
191305,-0.58
191306,-0.55
191307,-0.52
191308,-0.46
191309,-0.43
191310,-0.43
191311,-0.42
191312,-0.35
191401,0.10
191402,0.03
191403,-0.11
191404,-0.14
191405,-0.13
191406,-0.11
191407,-0.12
191408,-0.15
191409,-0.17
191410,-0.16
191411,-0.13
191412,-0.12
191501,-0.33
191502,-0.18
191503,-0.14
191504,-0.03
191505,0.00
191506,-0.02
191507,-0.01
191508,-0.02
191509,-0.04
191510,-0.07
191511,-0.06
191512,-0.09
191601,-0.17
191602,-0.21
191603,-0.24
191604,-0.22
191605,-0.21
191606,-0.22
191607,-0.23
191608,-0.22
191609,-0.23
191610,-0.24
191611,-0.29
191612,-0.39
191701,-0.48
191702,-0.71
191703,-0.84
191704,-0.81
191705,-0.82
191706,-0.77
191707,-0.67
191708,-0.63
191709,-0.60
191710,-0.62
191711,-0.61
191712,-0.66
191801,-1.11
191802,-1.02
191803,-0.87
191804,-0.86
191805,-0.84
191806,-0.80
191807,-0.74
191808,-0.70
191809,-0.65
191810,-0.59
191811,-0.58
191812,-0.59
191901,-0.12
191902,-0.39
191903,-0.48
191904,-0.34
191905,-0.30
191906,-0.31
191907,-0.29
191908,-0.29
191909,-0.27
191910,-0.27
191911,-0.28
191912,-0.28
192001,0.18
192002,-0.01
192003,-0.02
192004,-0.11
192005,-0.11
192006,-0.13
192007,-0.16
192008,-0.17
192009,-0.19
192010,-0.20
192011,-0.22
192012,-0.27
192101,0.10
192102,-0.12
192103,-0.18
192104,-0.20
192105,-0.16
192106,-0.14
192107,-0.11
192108,-0.12
192109,-0.13
192110,-0.13
192111,-0.12
192112,-0.12
192201,-0.18
192202,-0.55
192203,-0.43
192204,-0.31
192205,-0.31
192206,-0.29
192207,-0.29
192208,-0.31
192209,-0.30
192210,-0.31
192211,-0.25
192212,-0.23
192301,-0.30
192302,-0.31
192303,-0.40
192304,-0.43
192305,-0.40
192306,-0.35
192307,-0.37
192308,-0.38
192309,-0.38
192310,-0.35
192311,-0.30
192312,-0.27
192401,-0.29
192402,-0.27
192403,-0.15
192404,-0.20
192405,-0.20
192406,-0.19
192407,-0.22
192408,-0.24
192409,-0.23
192410,-0.23
192411,-0.19
192412,-0.19
192501,-0.52
192502,-0.44
192503,-0.35
192504,-0.23
192505,-0.22
192506,-0.24
192507,-0.25
192508,-0.27
192509,-0.27
192510,-0.26
192511,-0.24
192512,-0.19
192601,0.61
192602,0.46
192603,0.50
192604,0.41
192605,0.23
192606,0.16
192607,0.09
192608,0.05
192609,0.03
192610,0.05
192611,0.06
192612,0.01
192701,-0.44
192702,-0.27
192703,-0.39
192704,-0.41
192705,-0.38
192706,-0.32
192707,-0.30
192708,-0.25
192709,-0.21
192710,-0.16
192711,-0.13
192712,-0.17
192801,0.06
192802,0.06
192803,-0.04
192804,-0.09
192805,-0.09
192806,-0.09
192807,-0.11
192808,-0.13
192809,-0.09
192810,-0.10
192811,-0.07
192812,-0.04
192901,-0.44
192902,-0.56
192903,-0.47
192904,-0.49
192905,-0.48
192906,-0.51
192907,-0.52
192908,-0.48
192909,-0.45
192910,-0.41
192911,-0.39
192912,-0.43
193001,-0.35
193002,-0.26
193003,-0.19
193004,-0.14
193005,-0.15
193006,-0.13
193007,-0.09
193008,-0.09
193009,-0.11
193010,-0.13
193011,-0.07
193012,-0.05
193101,0.06
193102,-0.16
193103,-0.14
193104,-0.16
193105,-0.17
193106,-0.14
193107,-0.10
193108,-0.06
193109,-0.02
193110,0.01
193111,0.04
193112,0.06
193201,0.70
193202,0.15
193203,0.07
193204,0.13
193205,0.09
193206,0.09
193207,0.05
193208,0.00
193209,0.03
193210,0.06
193211,0.02
193212,0.00
193301,-0.09
193302,-0.29
193303,-0.27
193304,-0.26
193305,-0.25
193306,-0.25
193307,-0.25
193308,-0.25
193309,-0.27
193310,-0.25
193311,-0.26
193312,-0.27
193401,-0.24
193402,0.09
193403,-0.02
193404,-0.11
193405,-0.03
193406,-0.04
193407,-0.05
193408,-0.05
193409,-0.05
193410,-0.02
193411,0.02
193412,0.04
193501,-0.50
193502,0.16
193503,0.11
193504,-0.10
193505,-0.15
193506,-0.19
193507,-0.15
193508,-0.12
193509,-0.10
193510,-0.09
193511,-0.11
193512,-0.11
193601,-0.61
193602,-0.61
193603,-0.51
193604,-0.41
193605,-0.35
193606,-0.30
193607,-0.22
193608,-0.16
193609,-0.14
193610,-0.11
193611,-0.09
193612,-0.06
193701,0.08
193702,0.12
193703,-0.07
193704,-0.15
193705,-0.10
193706,-0.08
193707,-0.07
193708,-0.04
193709,0.00
193710,0.04
193711,0.07
193712,0.06
193801,0.25
193802,0.30
193803,0.35
193804,0.39
193805,0.33
193806,0.23
193807,0.22
193808,0.21
193809,0.23
193810,0.25
193811,0.27
193812,0.26
193901,0.23
193902,0.14
193903,-0.06
193904,-0.10
193905,-0.04
193906,-0.02
193907,0.02
193908,0.05
193909,0.04
193910,0.02
193911,0.04
193912,0.14
194001,0.07
194002,0.14
194003,0.12
194004,0.20
194005,0.19
194006,0.15
194007,0.13
194008,0.10
194009,0.10
194010,0.11
194011,0.11
194012,0.15
194101,-0.11
194102,0.13
194103,0.06
194104,0.09
194105,0.11
194106,0.12
194107,0.13
194108,0.15
194109,0.12
194110,0.13
194111,0.11
194112,0.11
194201,0.58
194202,0.12
194203,0.03
194204,0.02
194205,0.00
194206,0.02
194207,0.00
194208,0.01
194209,0.03
194210,0.05
194211,0.07
194212,0.07
194301,-0.30
194302,-0.06
194303,-0.07
194304,0.03
194305,0.03
194306,-0.05
194307,-0.04
194308,-0.04
194309,-0.04
194310,0.02
194311,0.04
194312,0.08
194401,0.75
194402,0.64
194403,0.55
194404,0.41
194405,0.35
194406,0.29
194407,0.23
194408,0.20
194409,0.23
194410,0.25
194411,0.26
194412,0.25
194501,0.16
194502,-0.05
194503,-0.07
194504,0.06
194505,0.03
194506,0.02
194507,0.00
194508,0.07
194509,0.07
194510,0.07
194511,0.05
194512,0.01
194601,0.36
194602,0.21
194603,0.08
194604,0.08
194605,0.09
194606,0.05
194607,0.04
194608,0.01
194609,0.01
194610,-0.01
194611,0.01
194612,-0.02
194701,0.19
194702,0.21
194703,0.25
194704,0.26
194705,0.21
194706,0.18
194707,0.15
194708,0.12
194709,0.11
194710,0.14
194711,0.15
194712,0.13
194801,0.35
194802,0.18
194803,0.01
194804,0.03
194805,0.10
194806,0.07
194807,0.07
194808,0.06
194809,0.05
194810,0.07
194811,0.07
194812,0.02
194901,0.32
194902,0.00
194903,0.06
194904,0.02
194905,0.04
194906,0.00
194907,-0.03
194908,-0.03
194909,-0.06
194910,-0.05
194911,-0.04
194912,-0.05
195001,-0.37
195002,-0.38
195003,-0.25
195004,-0.26
195005,-0.19
195006,-0.17
195007,-0.17
195008,-0.19
195009,-0.18
195010,-0.18
195011,-0.22
195012,-0.22
195101,-0.70
195102,-0.81
195103,-0.57
195104,-0.48
195105,-0.35
195106,-0.30
195107,-0.28
195108,-0.24
195109,-0.18
195110,-0.13
195111,-0.13
195112,-0.08
195201,0.30
195202,0.22
195203,0.05
195204,0.06
195205,0.04
195206,0.02
195207,0.03
195208,0.03
195209,0.04
195210,0.02
195211,-0.01
195212,-0.01
195301,0.25
195302,0.35
195303,0.38
195304,0.43
195305,0.40
195306,0.37
195307,0.30
195308,0.26
195309,0.23
195310,0.23
195311,0.20
195312,0.21
195401,-0.37
195402,-0.21
195403,-0.22
195404,-0.23
195405,-0.24
195406,-0.21
195407,-0.17
195408,-0.15
195409,-0.14
195410,-0.10
195411,-0.05
195412,-0.05
195501,0.66
195502,0.17
195503,-0.11
195504,-0.15
195505,-0.15
195506,-0.14
195507,-0.14
195508,-0.08
195509,-0.07
195510,-0.04
195511,-0.08
195512,-0.12
195601,-0.16
195602,-0.21
195603,-0.21
195604,-0.26
195605,-0.31
195606,-0.30
195607,-0.28
195608,-0.32
195609,-0.32
195610,-0.35
195611,-0.35
195612,-0.32
195701,-0.11
195702,-0.19
195703,-0.23
195704,-0.18
195705,-0.17
195706,-0.11
195707,-0.12
195708,-0.09
195709,-0.06
195710,-0.05
195711,-0.04
195712,-0.03
195801,0.83
195802,0.56
195803,0.41
195804,0.28
195805,0.25
195806,0.18
195807,0.17
195808,0.12
195809,0.07
195810,0.05
195811,0.04
195812,0.04
195901,0.16
195902,0.16
195903,0.29
195904,0.31
195905,0.26
195906,0.25
195907,0.24
195908,0.21
195909,0.17
195910,0.14
195911,0.11
195912,0.11
196001,0.05
196002,0.23
196003,-0.14
196004,-0.20
196005,-0.23
196006,-0.20
196007,-0.19
196008,-0.17
196009,-0.15
196010,-0.14
196011,-0.16
196012,-0.10
196101,0.21
196102,0.23
196103,0.19
196104,0.20
196105,0.19
196106,0.19
196107,0.18
196108,0.16
196109,0.15
196110,0.12
196111,0.12
196112,0.07
196201,0.15
196202,0.30
196203,0.33
196204,0.28
196205,0.16
196206,0.11
196207,0.07
196208,0.04
196209,0.01
196210,0.00
196211,0.03
196212,0.03
196301,0.04
196302,0.32
196303,0.08
196304,0.00
196305,-0.07
196306,-0.08
196307,-0.06
196308,-0.02
196309,0.01
196310,0.04
196311,0.05
196312,0.05
196401,-0.21
196402,-0.25
196403,-0.35
196404,-0.43
196405,-0.45
196406,-0.39
196407,-0.34
196408,-0.32
196409,-0.34
196410,-0.37
196411,-0.36
196412,-0.36
196501,0.04
196502,-0.13
196503,-0.15
196504,-0.20
196505,-0.20
196506,-0.21
196507,-0.20
196508,-0.19
196509,-0.21
196510,-0.18
196511,-0.17
196512,-0.16
196601,-0.53
196602,-0.33
196603,-0.24
196604,-0.28
196605,-0.25
196606,-0.20
196607,-0.13
196608,-0.13
196609,-0.12
196610,-0.15
196611,-0.15
196612,-0.15
196701,-0.25
196702,-0.37
196703,-0.19
196704,-0.14
196705,-0.02
196706,-0.05
196707,-0.05
196708,-0.05
196709,-0.04
196710,0.00
196711,0.00
196712,0.02
196801,-0.38
196802,-0.28
196803,0.08
196804,0.06
196805,0.01
196806,-0.02
196807,-0.07
196808,-0.09
196809,-0.13
196810,-0.12
196811,-0.17
196812,-0.21
196901,-0.76
196902,-0.74
196903,-0.59
196904,-0.44
196905,-0.33
196906,-0.27
196907,-0.25
196908,-0.24
196909,-0.21
196910,-0.18
196911,-0.15
196912,-0.09
197001,0.16
197002,0.27
197003,0.21
197004,0.16
197005,0.10
197006,0.09
197007,0.10
197008,0.06
197009,0.07
197010,0.05
197011,0.04
197012,0.01
197101,-0.12
197102,-0.19
197103,-0.16
197104,-0.15
197105,-0.11
197106,-0.12
197107,-0.11
197108,-0.09
197109,-0.05
197110,-0.06
197111,-0.06
197112,-0.05
197201,-0.61
197202,-0.60
197203,-0.33
197204,-0.25
197205,-0.22
197206,-0.16
197207,-0.14
197208,-0.07
197209,-0.06
197210,-0.06
197211,-0.09
197212,-0.08
197301,0.37
197302,0.43
197303,0.43
197304,0.47
197305,0.47
197306,0.48
197307,0.44
197308,0.40
197309,0.37
197310,0.34
197311,0.32
197312,0.30
197401,-0.20
197402,-0.44
197403,-0.29
197404,-0.23
197405,-0.17
197406,-0.14
197407,-0.11
197408,-0.07
197409,-0.09
197410,-0.10
197411,-0.12
197412,-0.14
197501,0.06
197502,0.16
197503,0.26
197504,0.26
197505,0.29
197506,0.28
197507,0.25
197508,0.18
197509,0.17
197510,0.13
197511,0.09
197512,0.08
197601,0.19
197602,0.03
197603,-0.10
197604,-0.07
197605,-0.14
197606,-0.15
197607,-0.14
197608,-0.15
197609,-0.13
197610,-0.21
197611,-0.24
197612,-0.23
197701,0.09
197702,0.05
197703,0.11
197704,0.18
197705,0.25
197706,0.28
197707,0.29
197708,0.30
197709,0.26
197710,0.21
197711,0.22
197712,0.20
197801,0.00
197802,0.09
197803,0.18
197804,0.19
197805,0.17
197806,0.11
197807,0.10
197808,0.03
197809,0.03
197810,0.02
197811,0.04
197812,0.04
197901,-0.01
197902,-0.30
197903,-0.19
197904,-0.21
197905,-0.18
197906,-0.15
197907,-0.15
197908,-0.12
197909,-0.08
197910,-0.05
197911,-0.03
197912,0.04
198001,0.33
198002,0.51
198003,0.44
198004,0.44
198005,0.46
198006,0.42
198007,0.41
198008,0.41
198009,0.40
198010,0.38
198011,0.38
198012,0.36
198101,1.16
198102,1.04
198103,1.00
198104,0.88
198105,0.77
198106,0.70
198107,0.65
198108,0.65
198109,0.60
198110,0.57
198111,0.56
198112,0.57
198201,-0.29
198202,-0.03
198203,-0.11
198204,-0.07
198205,-0.05
198206,-0.07
198207,-0.02
198208,-0.02
198209,-0.02
198210,-0.03
198211,-0.04
198212,0.01
198301,0.67
198302,0.64
198303,0.63
198304,0.51
198305,0.50
198306,0.44
198307,0.39
198308,0.40
198309,0.44
198310,0.41
198311,0.43
198312,0.41
198401,0.41
198402,0.23
198403,0.30
198404,0.21
198405,0.31
198406,0.25
198407,0.24
198408,0.24
198409,0.22
198410,0.21
198411,0.18
198412,0.14
198501,0.50
198502,0.08
198503,0.16
198504,0.15
198505,0.16
198506,0.18
198507,0.12
198508,0.13
198509,0.12
198510,0.11
198511,0.09
198512,0.10
198601,0.52
198602,0.66
198603,0.64
198604,0.58
198605,0.55
198606,0.47
198607,0.40
198608,0.37
198609,0.31
198610,0.27
198611,0.24
198612,0.23
198701,0.47
198702,0.52
198703,0.31
198704,0.26
198705,0.26
198706,0.28
198707,0.33
198708,0.30
198709,0.29
198710,0.28
198711,0.24
198712,0.26
198801,0.70
198802,0.58
198803,0.62
198804,0.61
198805,0.63
198806,0.64
198807,0.62
198808,0.62
198809,0.62
198810,0.61
198811,0.56
198812,0.56
198901,-0.14
198902,0.21
198903,0.32
198904,0.34
198905,0.28
198906,0.25
198907,0.25
198908,0.26
198909,0.29
198910,0.30
198911,0.26
198912,0.30
199001,0.55
199002,0.48
199003,0.84
199004,0.90
199005,0.88
199006,0.80
199007,0.75
199008,0.70
199009,0.65
199010,0.64
199011,0.62
199012,0.62
199101,0.55
199102,0.70
199103,0.61
199104,0.65
199105,0.63
199106,0.67
199107,0.68
199108,0.66
199109,0.66
199110,0.65
199111,0.62
199112,0.60
199201,0.78
199202,0.74
199203,0.77
199204,0.63
199205,0.57
199206,0.51
199207,0.42
199208,0.36
199209,0.28
199210,0.24
199211,0.20
199212,0.21
199301,0.50
199302,0.59
199303,0.59
199304,0.54
199305,0.48
199306,0.45
199307,0.42
199308,0.38
199309,0.34
199310,0.34
199311,0.29
199312,0.28
199401,0.27
199402,-0.01
199403,0.12
199404,0.25
199405,0.28
199406,0.35
199407,0.35
199408,0.33
199409,0.35
199410,0.38
199411,0.39
199412,0.39
199501,0.93
199502,1.25
199503,1.11
199504,1.05
199505,0.91
199506,0.88
199507,0.87
199508,0.87
199509,0.84
199510,0.83
199511,0.82
199512,0.78
199601,0.29
199602,0.58
199603,0.55
199604,0.50
199605,0.47
199606,0.42
199607,0.44
199608,0.47
199609,0.44
199610,0.40
199611,0.42
199612,0.43
199701,0.20
199702,0.31
199703,0.48
199704,0.48
199705,0.45
199706,0.49
199707,0.46
199708,0.44
199709,0.47
199710,0.51
199711,0.53
199712,0.53
199801,0.61
199802,0.93
199803,0.89
199804,0.93
199805,0.92
199806,0.95
199807,0.96
199808,0.98
199809,0.95
199810,0.91
199811,0.87
199812,0.88
199901,0.73
199902,1.04
199903,0.79
199904,0.69
199905,0.62
199906,0.62
199907,0.61
199908,0.61
199909,0.62
199910,0.62
199911,0.62
199912,0.64
200001,0.40
200002,0.71
200003,0.80
200004,0.89
200005,0.81
200006,0.78
200007,0.75
200008,0.74
